name,sc,origin
7or9,None,antibody
5xjm,    0.685,antibody
7vqx,    0.602,antibody
8f38,None,antibody
4c57,None,antibody
7yu6,    0.564,antibody
1c12,None,antibody
6hhc,None,antibody
2y07,    0.635,antibody
4gag,None,antibody
4bz2,None,antibody
6mwn,None,antibody
7ki4,    0.737,antibody
7ebz,    0.515,antibody
4ej1,None,antibody
6mco,None,antibody
5uem,None,antibody
7nir,None,antibody
7ley,None,antibody
7z85,None,antibody
4qxu,None,antibody
8u4s,None,antibody
6u54,None,antibody
6d9w,None,antibody
1mvu,None,antibody
6n4y,None,antibody
7lr4,None,antibody
5foj,    0.579,antibody
7ox4,None,antibody
4fqi,None,antibody
4tsb,    0.775,antibody
5lhq,None,antibody
6hjp,None,antibody
4l5f,    0.730,antibody
7e7x,    0.780,antibody
2ntf,None,antibody
7zfe,None,antibody
2itc,None,antibody
8wc7,    0.563,antibody
3u2s,None,antibody
7xta,None,antibody
7zlk,    0.714,antibody
4kkc,    0.621,antibody
6ibb,None,antibody
6b3d,None,antibody
5dd0,None,antibody
7x42,    0.455,antibody
6phd,    0.714,antibody
7lue,    0.689,antibody
6h2y,None,antibody
3h3b,None,antibody
7uvs,    0.773,antibody
3l95,None,antibody
7fei,    0.425,antibody
8f7z,    0.795,antibody
4xp5,None,antibody
8wg8,    0.512,antibody
3idj,None,antibody
4m1d,None,antibody
6w1c,    0.658,antibody
6pb0,    0.595,antibody
4g6j,    0.763,antibody
4krm,None,antibody
8hqc,    0.420,antibody
8gv6,None,antibody
7cx3,    0.627,antibody
8f7r,    0.580,antibody
6p67,None,antibody
4q6i,None,antibody
7zwf,    0.711,antibody
5w9o,    0.670,antibody
6vlr,None,antibody
7c6a,    0.668,antibody
7vdl,    0.638,antibody
7rmh,    0.576,antibody
4om0,None,antibody
3rkd,    0.788,antibody
7ukl,None,antibody
7v6a,    0.563,antibody
3dvg,    0.671,antibody
8dt8,None,antibody
6osh,None,antibody
4g7v,None,antibody
6yxk,None,antibody
6ncp,None,antibody
7u0g,    0.727,antibody
1yym,None,antibody
6nbf,    0.530,antibody
8fdc,None,antibody
2j5l,    0.678,antibody
8gse,    0.654,antibody
1yee,None,antibody
6p8n,None,antibody
8a44,    0.779,antibody
7ssh,None,antibody
2r1y,None,antibody
8jtx,    0.513,antibody
3oke,None,antibody
7ora,None,antibody
6wbv,None,antibody
7d3k,    0.469,antibody
3ztj,None,antibody
8i10,None,antibody
7wwm,None,antibody
5ebw,None,antibody
7k43,None,antibody
7dw9,    0.699,antibody
7epu,None,antibody
6o3a,None,antibody
3ulv,None,antibody
8gzz,    0.603,antibody
5j3d,    0.651,antibody
2x6m,None,antibody
6vl9,None,antibody
6vtt,None,antibody
8fb5,    0.823,antibody
8xk2,None,antibody
2h8p,None,antibody
7fjs,None,antibody
5mwn,    0.733,antibody
7wd7,None,antibody
7jtf,    0.556,antibody
4qxt,None,antibody
7ws1,None,antibody
3p0g,None,antibody
7r8n,None,antibody
8vvm,None,antibody
7u09,    0.766,antibody
7s07,None,antibody
8oxw,None,antibody
6oq6,    0.533,antibody
1ce1,    0.792,antibody
7eng,    0.553,antibody
1qgc,    0.530,antibody
6wm9,    0.663,antibody
7yc5,None,antibody
7sk5,None,antibody
2a6k,    0.580,antibody
7rta,None,antibody
6gci,None,antibody
1hh9,    0.684,antibody
6jb5,None,antibody
6mei,None,antibody
3vrl,    0.674,antibody
4n1c,None,antibody
3tt1,None,antibody
6h3t,None,antibody
6o2c,None,antibody
3zkn,None,antibody
8hxr,    0.794,antibody
5vm0,None,antibody
1ncd,None,antibody
8fxc,    0.751,antibody
4ob5,None,antibody
7u61,None,antibody
8ijb,    0.556,antibody
7scn,None,antibody
7om4,None,antibody
7pbz,None,antibody
7tee,    0.431,antibody
6cm3,None,antibody
8x8l,None,antibody
7cah,    0.457,antibody
7s6j,None,antibody
3stl,None,antibody
8sos,None,antibody
2ajv,None,antibody
7lf8,None,antibody
5mo3,None,antibody
7st3,None,antibody
8e8l,    0.581,antibody
7x6o,    0.558,antibody
3ob0,None,antibody
3pp4,None,antibody
7kji,    0.698,antibody
2ez0,None,antibody
6z20,None,antibody
6pec,    0.845,antibody
7oao,None,antibody
6ml8,None,antibody
7cu5,None,antibody
8sbb,None,antibody
8dcn,    0.741,antibody
4jzo,None,antibody
5utz,None,antibody
7yaj,None,antibody
3hzy,None,antibody
4jdt,None,antibody
6i9i,    0.806,antibody
8sfx,None,antibody
8t4l,None,antibody
4ttd,    0.738,antibody
8pvb,None,antibody
2uud,None,antibody
8afe,    0.544,antibody
7vgx,    0.509,antibody
5f72,    0.684,antibody
6x97,None,antibody
7lsf,None,antibody
7eh5,None,antibody
5wko,    0.663,antibody
8h7m,None,antibody
1kfa,None,antibody
7eak,None,antibody
5y9c,None,antibody
7vyr,    0.669,antibody
1fpt,    0.730,antibody
7xy3,None,antibody
3sy0,None,antibody
8flq,    0.644,antibody
7rbv,None,antibody
3u7y,None,antibody
7czd,None,antibody
6bit,None,antibody
7mwx,None,antibody
5mp3,    0.831,antibody
8dzw,None,antibody
5ebl,None,antibody
6fn1,None,antibody
8dua,None,antibody
8uf7,    0.645,antibody
7t4s,None,antibody
7yzi,None,antibody
8s0l,None,antibody
7ye9,None,antibody
7mlu,None,antibody
6x06,    0.562,antibody
7amp,None,antibody
7rky,None,antibody
7cmv,    0.620,antibody
6fy1,None,antibody
1cbv,None,antibody
6flc,None,antibody
5tzu,None,antibody
7vac,None,antibody
8jr9,    0.586,antibody
3kr3,None,antibody
5occ,None,antibody
4nbx,    0.764,antibody
8xk8,    0.618,antibody
7upd,None,antibody
6b14,None,antibody
1u92,    0.743,antibody
5o14,None,antibody
1a14,None,antibody
8tzu,    0.629,antibody
6x8q,None,antibody
3j1s,    0.552,antibody
7n0s,None,antibody
8qz1,None,antibody
8wc4,    0.584,antibody
8e8y,None,antibody
3j3o,None,antibody
8dun,None,antibody
7z9r,None,antibody
7dss,    0.499,antibody
8hj2,    0.465,antibody
7xjk,    0.645,antibody
3c09,None,antibody
7x2j,None,antibody
4nc0,    0.765,antibody
6xrt,None,antibody
7u0d,None,antibody
6ug7,None,antibody
7kq7,    0.772,antibody
8jel,    0.787,antibody
7s6d,None,antibody
7chc,    0.682,antibody
7u2d,None,antibody
5if0,None,antibody
3ghe,    0.763,antibody
7e6p,None,antibody
6ucf,    0.834,antibody
8tp2,None,antibody
8a67,None,antibody
7zlg,None,antibody
5u68,None,antibody
4uin,None,antibody
7sc1,None,antibody
5fgb,None,antibody
8v5a,    0.681,antibody
4g80,    0.430,antibody
7n0a,None,antibody
2vxq,    0.732,antibody
6pzw,None,antibody
4k2u,None,antibody
3bz4,None,antibody
6xpy,    0.476,antibody
7y0g,None,antibody
6h7m,None,antibody
5tpw,None,antibody
6yo6,    0.776,antibody
1qkz,    0.808,antibody
8cxg,    0.489,antibody
1ggi,    0.751,antibody
7utz,None,antibody
8dm0,None,antibody
8ozb,    0.769,antibody
7w9f,    0.673,antibody
7zrc,None,antibody
3gm0,None,antibody
7l1v,None,antibody
6oge,None,antibody
8tqa,None,antibody
4dke,None,antibody
7sx7,None,antibody
5x2m,None,antibody
6pv7,None,antibody
1keg,None,antibody
8smk,    0.684,antibody
6xpr,None,antibody
8iu2,    0.577,antibody
7rk1,None,antibody
1q1j,    0.736,antibody
7y27,    0.380,antibody
5lcv,None,antibody
3jba,None,antibody
8gnk,None,antibody
7ucq,None,antibody
7xdb,None,antibody
3s36,    0.582,antibody
8t7h,None,antibody
8k3a,None,antibody
7sr0,None,antibody
8wrz,None,antibody
6oyz,None,antibody
8xzi,    0.713,antibody
8g5b,None,antibody
8be5,    0.663,antibody
6v4o,None,antibody
7mlh,None,antibody
7mzi,None,antibody
8bf4,None,antibody
1xgq,    0.707,antibody
7t5f,None,antibody
7ekk,None,antibody
1e4x,    0.872,antibody
5lhp,None,antibody
8iow,None,antibody
3j70,    0.636,antibody
8uoa,    0.264,antibody
8dpi,    0.535,antibody
6qx3,None,antibody
8dis,None,antibody
8tlm,    0.691,antibody
7d77,None,antibody
3bkj,    0.803,antibody
7e3b,None,antibody
5u8q,None,antibody
7rg9,    0.539,antibody
7urx,    0.592,antibody
2zcl,None,antibody
7t1x,None,antibody
7lrt,None,antibody
5xhv,    0.662,antibody
5nj3,None,antibody
7uvf,None,antibody
8efo,    0.623,antibody
8jbg,    0.601,antibody
5njd,None,antibody
7x08,None,antibody
1d6v,None,antibody
6dw2,None,antibody
8t3q,    0.604,antibody
6pe9,    0.728,antibody
8hqn,    0.518,antibody
6vn7,    0.514,antibody
5mvz,None,antibody
7fau,None,antibody
8dxu,None,antibody
5vzy,    0.767,antibody
7uje,None,antibody
8tga,    0.612,antibody
5zia,None,antibody
6vrh,None,antibody
2fjh,    0.702,antibody
8dy6,None,antibody
5u3k,None,antibody
8ee2,    0.657,antibody
7t3d,None,antibody
1acy,    0.803,antibody
8t4a,None,antibody
2nyy,None,antibody
8jxw,    0.535,antibody
6w09,    0.530,antibody
7e72,None,antibody
1c08,    0.768,antibody
8cbe,None,antibody
7wp5,    0.512,antibody
8dg8,None,antibody
7my3,None,antibody
3eob,None,antibody
7vag,    0.588,antibody
7r1z,None,antibody
7np1,None,antibody
6w0g,None,antibody
7si2,None,antibody
2ny5,None,antibody
8cyh,None,antibody
1t66,None,antibody
8j7e,    0.735,antibody
4ybl,    0.639,antibody
8hii,    0.556,antibody
7dnk,None,antibody
4dk3,    0.442,antibody
7wxu,    0.434,antibody
7sq1,None,antibody
7x2h,None,antibody
7l1u,    0.645,antibody
8ibv,None,antibody
7cyp,None,antibody
6b9z,None,antibody
8en3,None,antibody
2dtg,    0.578,antibody
8bvs,None,antibody
7xil,None,antibody
6mtn,None,antibody
4q9q,None,antibody
8f76,    0.712,antibody
6vln,None,antibody
6c5j,None,antibody
6p91,None,antibody
7fej,    0.546,antibody
8owv,None,antibody
4am0,    0.756,antibody
1kiq,    0.743,antibody
5o1r,None,antibody
1k4c,None,antibody
7x8q,    0.745,antibody
4yhm,None,antibody
6iap,    0.614,antibody
5xcs,None,antibody
7oap,None,antibody
5erw,    0.659,antibody
7f35,None,antibody
7t5o,    0.526,antibody
8jlr,    0.654,antibody
6u6u,None,antibody
8jyr,None,antibody
5j56,None,antibody
8f0k,    0.655,antibody
7u0a,None,antibody
7jx3,None,antibody
8cr9,None,antibody
1oaz,    0.511,antibody
4xvj,    0.834,antibody
6x8u,None,antibody
7chs,None,antibody
6eqi,None,antibody
5sx5,None,antibody
4tqe,None,antibody
6m1i,    0.459,antibody
2xxm,None,antibody
3k74,    0.672,antibody
8sjk,None,antibody
8dgv,None,antibody
6a96,None,antibody
4hs6,None,antibody
6pyd,None,antibody
7t25,None,antibody
1nd0,None,antibody
8jiu,    0.528,antibody
6ey6,    0.774,antibody
6ck9,None,antibody
1ri8,None,antibody
4k9e,None,antibody
7uqc,None,antibody
4qkx,None,antibody
2h9g,    0.755,antibody
5u3l,None,antibody
6b0n,None,antibody
6ymq,None,antibody
2j4w,None,antibody
7rso,None,antibody
7czv,None,antibody
8dgw,    0.720,antibody
7r4r,None,antibody
6oel,None,antibody
7sd3,None,antibody
8jnk,None,antibody
4kk6,None,antibody
8g70,None,antibody
7pqg,    0.540,antibody
5usf,None,antibody
6svl,None,antibody
5hi3,None,antibody
1nc4,None,antibody
6s3t,None,antibody
5vjq,None,antibody
7ydm,    0.386,antibody
7cz0,None,antibody
5hd8,None,antibody
3qnz,None,antibody
5v7j,None,antibody
4kjq,None,antibody
4krl,None,antibody
2vdl,None,antibody
6ddr,None,antibody
6aq7,None,antibody
1s5h,None,antibody
8hc9,None,antibody
7m6d,    0.623,antibody
2xv6,None,antibody
8gsp,    0.502,antibody
7ubs,None,antibody
6bfs,    0.752,antibody
7d5z,    0.529,antibody
7ugq,None,antibody
8t29,None,antibody
7kbk,None,antibody
4s10,    0.770,antibody
1nfd,None,antibody
2ddq,None,antibody
6uyn,None,antibody
6kyz,    0.780,antibody
7t4q,None,antibody
7s5p,None,antibody
1ztx,    0.736,antibody
7k8v,None,antibody
5ebm,None,antibody
5ies,None,antibody
5do2,    0.651,antibody
8vk1,    0.713,antibody
7m7w,None,antibody
8u1c,    0.657,antibody
6lfm,    0.526,antibody
7z6v,None,antibody
7nik,None,antibody
8eee,None,antibody
5vxk,None,antibody
7oly,None,antibody
5u6a,None,antibody
7ssv,None,antibody
4xcf,None,antibody
7tct,None,antibody
8b8i,    0.532,antibody
7wvd,None,antibody
8yz6,None,antibody
6de7,None,antibody
7ws0,None,antibody
7wur,    0.531,antibody
6zpl,None,antibody
8pyr,None,antibody
8xjl,    0.700,antibody
8jn5,    0.485,antibody
7jix,    0.565,antibody
8b9v,None,antibody
8gut,    0.617,antibody
8eqf,    0.706,antibody
8gb5,None,antibody
6wzl,None,antibody
5viy,None,antibody
6xbl,    0.521,antibody
2hh0,    0.728,antibody
8g4n,None,antibody
2qhr,    0.809,antibody
2nz9,None,antibody
8go8,None,antibody
3u9p,    0.803,antibody
8gpy,    0.733,antibody
7t74,None,antibody
7a0y,None,antibody
6qv1,None,antibody
7eo2,    0.584,antibody
7wd1,    0.780,antibody
5fuu,None,antibody
5i5k,None,antibody
6n48,None,antibody
6x98,None,antibody
7qt4,None,antibody
8as3,None,antibody
1zv5,None,antibody
7klw,    0.723,antibody
7whz,None,antibody
6mam,    0.649,antibody
1w72,None,antibody
7tmz,None,antibody
6dc3,None,antibody
4qex,None,antibody
7lll,    0.460,antibody
6lfx,None,antibody
7ls9,None,antibody
5l0q,None,antibody
5mje,None,antibody
7oh0,    0.529,antibody
3mod,    0.841,antibody
4h8w,None,antibody
3ux9,    0.808,antibody
6lmk,    0.466,antibody
5zxv,None,antibody
6h02,    0.667,antibody
3zks,None,antibody
5e1h,None,antibody
7lxm,None,antibody
3uo1,None,antibody
6yxd,None,antibody
8jim,    0.548,antibody
6wvz,None,antibody
8aom,None,antibody
8s0m,    0.652,antibody
4odt,None,antibody
8ja5,None,antibody
7f3q,None,antibody
5ocx,None,antibody
1tqc,    0.683,antibody
6oan,None,antibody
7e33,    0.696,antibody
7wkd,None,antibody
7e3c,None,antibody
6be3,None,antibody
5ukb,None,antibody
7t2h,    0.627,antibody
6cde,None,antibody
3ijs,None,antibody
7trk,    0.703,antibody
7k9i,None,antibody
5l88,None,antibody
5vk2,None,antibody
2fee,    0.642,antibody
7uvi,    0.651,antibody
7kc9,None,antibody
5b8c,    0.655,antibody
7rxp,None,antibody
8dd3,None,antibody
7sco,None,antibody
7lua,None,antibody
6ze1,None,antibody
7ezv,    0.527,antibody
8sgo,None,antibody
8ekd,None,antibody
6e0c,    0.770,antibody
5owp,None,antibody
1mjj,None,antibody
6o3c,None,antibody
8g74,None,antibody
8tng,None,antibody
8piz,None,antibody
7n3d,None,antibody
6ion,None,antibody
6osy,None,antibody
7tdm,    0.419,antibody
8smv,    0.488,antibody
8yuu,    0.684,antibody
8uta,None,antibody
7ew3,    0.541,antibody
7z1b,None,antibody
8de4,None,antibody
4nco,None,antibody
7rm0,    0.707,antibody
1a6w,None,antibody
4nby,    0.755,antibody
5dhv,None,antibody
5yhl,None,antibody
6z6v,None,antibody
8j6i,    0.526,antibody
8fls,    0.676,antibody
5hys,None,antibody
8ejk,    0.571,antibody
6jfh,    0.652,antibody
8dgx,    0.778,antibody
8tth,    0.611,antibody
1mex,None,antibody
7ox1,None,antibody
6qb6,    0.747,antibody
7u5b,None,antibody
6att,None,antibody
7rqq,None,antibody
5gis,None,antibody
8odx,    0.708,antibody
8st4,None,antibody
7lxy,None,antibody
8dvd,None,antibody
8g6i,    0.559,antibody
8efb,    0.606,antibody
7rda,    0.820,antibody
8j5j,None,antibody
7zwi,    0.733,antibody
7saj,None,antibody
7e7e,None,antibody
5fxc,None,antibody
7cx4,    0.646,antibody
8smp,None,antibody
3jwd,None,antibody
7vv3,    0.635,antibody
8s0n,None,antibody
7dk6,None,antibody
6cse,None,antibody
8jit,    0.567,antibody
6crk,None,antibody
2e27,None,antibody
6iuv,None,antibody
7tfn,None,antibody
2zuq,None,antibody
7rkm,None,antibody
3ks0,None,antibody
7u8e,None,antibody
3duu,None,antibody
8esv,None,antibody
8owt,None,antibody
7tmw,    0.479,antibody
8st0,None,antibody
7q6c,None,antibody
7lmq,None,antibody
2brr,None,antibody
8gnj,None,antibody
8t5c,None,antibody
7m2i,None,antibody
7xav,    0.685,antibody
8e9y,    0.605,antibody
6oor,None,antibody
1mre,None,antibody
8tq9,None,antibody
4hii,None,antibody
7xy4,None,antibody
7w1s,    0.797,antibody
7kpg,None,antibody
6yxm,None,antibody
8g3n,    0.604,antibody
7ran,    0.440,antibody
8aon,None,antibody
2bjm,None,antibody
1mfb,None,antibody
5e2u,None,antibody
6mqe,    0.817,antibody
5dhx,    0.727,antibody
7kfy,None,antibody
6vrl,None,antibody
7xy8,    0.747,antibody
6az2,None,antibody
7xld,None,antibody
4qww,None,antibody
5jxe,    0.570,antibody
4nm8,None,antibody
5uk1,None,antibody
5usl,    0.612,antibody
6e4z,None,antibody
7ew0,    0.501,antibody
3loh,    0.632,antibody
8i97,    0.606,antibody
7jvd,None,antibody
7vih,None,antibody
6kz0,    0.772,antibody
7czs,None,antibody
3c6s,None,antibody
4kze,None,antibody
6u0n,None,antibody
8j8z,None,antibody
6nb4,None,antibody
5fhx,None,antibody
6lxi,    0.619,antibody
7mgw,None,antibody
7x2f,None,antibody
7l02,None,antibody
5vke,None,antibody
5gmq,None,antibody
3zlq,None,antibody
3qxt,None,antibody
8st3,None,antibody
7b5g,None,antibody
8opr,None,antibody
7tpd,None,antibody
6jb8,None,antibody
7e5o,    0.672,antibody
7yu3,    0.655,antibody
8xi6,None,antibody
8g6u,None,antibody
4xi5,None,antibody
7wvl,    0.673,antibody
6e56,None,antibody
7zoz,    0.779,antibody
1xf5,    0.669,antibody
8wlj,    0.432,antibody
8tvh,None,antibody
2r56,None,antibody
8dw9,None,antibody
6qpg,    0.443,antibody
5l6y,None,antibody
8zbe,    0.515,antibody
7rfc,None,antibody
7wy5,    0.398,antibody
7tow,None,antibody
6nms,    0.655,antibody
8b1j,None,antibody
7wwl,None,antibody
8eit,    0.625,antibody
8swh,None,antibody
1oay,None,antibody
8cbf,None,antibody
3mlz,    0.691,antibody
6do1,None,antibody
3a6c,    0.739,antibody
8iys,None,antibody
8tzn,    0.670,antibody
8jiq,    0.490,antibody
7k8t,None,antibody
8dk7,None,antibody
4o4y,None,antibody
4x7c,None,antibody
6gk8,None,antibody
7wth,    0.484,antibody
7yz9,None,antibody
8y6i,None,antibody
1jto,    0.737,antibody
8uwa,None,antibody
4hc1,None,antibody
7lf7,None,antibody
6m2r,None,antibody
6ewb,    0.602,antibody
8gus,    0.628,antibody
7r6x,None,antibody
7vnd,None,antibody
3sge,None,antibody
5kw9,None,antibody
8xoi,    0.583,antibody
7yac,    0.505,antibody
7dm1,None,antibody
7rmg,    0.660,antibody
2vyr,None,antibody
7z12,None,antibody
6x9t,None,antibody
7tyv,None,antibody
5vag,None,antibody
8dcc,None,antibody
6db8,None,antibody
7aqz,None,antibody
7e3k,None,antibody
5vl3,None,antibody
1ktr,    0.824,antibody
5w3o,    0.559,antibody
8fdo,    0.704,antibody
8hn7,None,antibody
7yh6,None,antibody
6wps,None,antibody
8g3z,None,antibody
8xqo,    0.642,antibody
1g7l,    0.754,antibody
7l5b,None,antibody
2ajy,None,antibody
8hbw,None,antibody
4mqs,None,antibody
6kpf,    0.710,antibody
8hc7,None,antibody
7lxw,    0.656,antibody
3t4y,None,antibody
8c8p,    0.475,antibody
2q8a,    0.784,antibody
8dly,None,antibody
6omm,    0.691,antibody
8av9,None,antibody
4uif,    0.218,antibody
5hdq,None,antibody
5acl,None,antibody
5w9p,    0.706,antibody
7a25,None,antibody
7sem,None,antibody
7p79,    0.468,antibody
7chz,    0.794,antibody
6ibl,None,antibody
5kvf,None,antibody
6dcw,    0.755,antibody
3v4v,None,antibody
4jm2,None,antibody
6orq,None,antibody
7q0g,None,antibody
8ied,    0.660,antibody
8w83,None,antibody
8cwi,None,antibody
7mdj,None,antibody
5k59,    0.727,antibody
7jtg,None,antibody
8d29,None,antibody
6df1,None,antibody
7yu7,    0.617,antibody
8j7u,None,antibody
7x2d,None,antibody
8txt,None,antibody
6jjp,None,antibody
4n90,None,antibody
1vfb,None,antibody
1zls,None,antibody
7jwp,None,antibody
8thn,None,antibody
8k3c,    0.659,antibody
8smn,    0.613,antibody
3jwo,None,antibody
8kh4,None,antibody
7z9q,None,antibody
1fsk,    0.701,antibody
8de6,None,antibody
7df1,    0.666,antibody
6dc9,None,antibody
6umx,None,antibody
7mzm,None,antibody
7kxj,None,antibody
6uvo,    0.710,antibody
8y6a,None,antibody
7a0v,None,antibody
1cu4,    0.743,antibody
6a77,None,antibody
6pbw,None,antibody
8w84,None,antibody
7xcp,None,antibody
6wer,None,antibody
6pzy,None,antibody
3mly,    0.768,antibody
8r1c,None,antibody
3lzf,None,antibody
8g4t,None,antibody
1fe8,None,antibody
7lvw,None,antibody
7ncs,None,antibody
3wfh,None,antibody
7a4d,    0.558,antibody
7aqy,    0.756,antibody
8en4,None,antibody
8wsu,    0.703,antibody
7s5r,None,antibody
7y7m,    0.667,antibody
4x7e,None,antibody
1xgt,    0.714,antibody
7a17,None,antibody
6lz4,    0.836,antibody
1ynt,None,antibody
8as2,None,antibody
6nm6,None,antibody
6o9h,None,antibody
5cjs,None,antibody
8jhy,    0.593,antibody
7dhi,    0.546,antibody
5w08,None,antibody
7l56,None,antibody
7nbb,None,antibody
7x3c,    0.508,antibody
3bpc,None,antibody
7s8o,    0.513,antibody
6qup,None,antibody
1nca,None,antibody
7dce,None,antibody
8k0c,    0.550,antibody
8gb8,None,antibody
6v6w,None,antibody
7xco,None,antibody
6w0a,None,antibody
4yjz,None,antibody
8g5f,None,antibody
6ir1,None,antibody
4uu9,None,antibody
7jwg,    0.589,antibody
5dlm,None,antibody
8st1,None,antibody
7upb,None,antibody
6dzt,    0.672,antibody
7s2r,None,antibody
6w05,    0.712,antibody
4m1g,None,antibody
7k8m,None,antibody
8dt3,    0.573,antibody
3ixt,None,antibody
8dad,    0.589,antibody
7xow,    0.638,antibody
7jmo,None,antibody
7qnd,None,antibody
7sqw,None,antibody
7sfv,None,antibody
3fb5,None,antibody
8b1b,None,antibody
8gas,None,antibody
6vx4,    0.664,antibody
4xp4,None,antibody
7y7j,None,antibody
8dp0,    0.679,antibody
7l2f,None,antibody
2ny3,None,antibody
8r4b,None,antibody
8jhi,    0.447,antibody
6wn1,    0.626,antibody
8fo4,None,antibody
7l7e,None,antibody
6mwc,    0.190,antibody
7yu5,    0.658,antibody
7zmt,None,antibody
8hpf,None,antibody
8ejc,    0.644,antibody
7p14,None,antibody
5w4l,None,antibody
7vad,    0.610,antibody
6x5m,None,antibody
7cwu,None,antibody
6qb4,None,antibody
1yqv,None,antibody
7u63,None,antibody
8xnh,None,antibody
5w9k,    0.695,antibody
2jk5,None,antibody
7ndd,None,antibody
7t11,    0.491,antibody
8hix,    0.608,antibody
1kir,    0.741,antibody
1f3d,None,antibody
8tdx,    0.771,antibody
2gsi,None,antibody
7a5r,    0.441,antibody
7tho,None,antibody
4wen,None,antibody
7yj4,    0.568,antibody
7o31,None,antibody
7v69,    0.616,antibody
2p46,None,antibody
7zf9,None,antibody
4c2i,None,antibody
5vak,None,antibody
6d2p,None,antibody
7y3j,    0.815,antibody
6vcb,    0.574,antibody
1baf,None,antibody
8ttf,    0.527,antibody
7t0z,None,antibody
7wu3,    0.577,antibody
5tl5,None,antibody
5h37,    0.439,antibody
7dh5,    0.611,antibody
7k9h,None,antibody
3t0w,None,antibody
5sx4,None,antibody
6cyf,    0.783,antibody
5bk2,None,antibody
5js9,None,antibody
6yxg,None,antibody
4i2x,None,antibody
6k0y,None,antibody
5wnb,None,antibody
7mm0,None,antibody
1ngx,None,antibody
3jau,    0.684,antibody
8hpq,None,antibody
4kjp,    0.642,antibody
1hi6,    0.668,antibody
8dpm,    0.560,antibody
1n0x,None,antibody
7t9n,None,antibody
1tjh,None,antibody
7y15,    0.693,antibody
8afl,    0.303,antibody
7woc,None,antibody
8e7m,None,antibody
8w86,None,antibody
5jsa,None,antibody
8apy,None,antibody
7ly9,None,antibody
8jen,    0.711,antibody
5m14,None,antibody
7f2o,    0.598,antibody
7yah,None,antibody
8g4p,None,antibody
1j1x,    0.761,antibody
8xir,    0.594,antibody
6c9w,None,antibody
7syz,None,antibody
7klh,None,antibody
8op0,None,antibody
8t4b,None,antibody
3skj,    0.594,antibody
1hin,    0.820,antibody
8g9x,None,antibody
6w4s,    0.640,antibody
8wcb,    0.675,antibody
6glw,None,antibody
8jr3,    0.520,antibody
5k9k,None,antibody
4xmn,    0.516,antibody
9fgr,None,antibody
7pbd,None,antibody
6frj,None,antibody
6o3u,None,antibody
7dm2,None,antibody
6cmg,None,antibody
4r2g,None,antibody
8dzp,    0.643,antibody
5v2a,None,antibody
6wx2,    0.813,antibody
6awn,None,antibody
7z7x,None,antibody
6ru5,None,antibody
6p4b,None,antibody
8fo5,None,antibody
3k80,    0.748,antibody
8euv,None,antibody
7xod,None,antibody
1mcc,None,antibody
8slb,None,antibody
7uib,None,antibody
8bbh,None,antibody
9ayf,    0.581,antibody
6h0e,None,antibody
8err,None,antibody
7kqe,None,antibody
8d47,None,antibody
6qno,None,antibody
8vrn,None,antibody
3tt3,None,antibody
1f4y,None,antibody
2pw2,    0.783,antibody
6hup,None,antibody
7dc8,None,antibody
8r4o,None,antibody
8fa9,None,antibody
6hhd,None,antibody
7lkf,    0.718,antibody
8u44,None,antibody
8wo4,None,antibody
4o9h,None,antibody
5dfw,    0.646,antibody
6bzv,    0.742,antibody
7nx8,None,antibody
7tca,None,antibody
5y2m,None,antibody
6x04,    0.664,antibody
4why,    0.769,antibody
1p4b,    0.752,antibody
1g6v,None,antibody
3qg6,None,antibody
7zau,None,antibody
3qwo,None,antibody
7xjh,    0.568,antibody
8x2k,    0.663,antibody
8fi9,None,antibody
8gjm,None,antibody
7nqa,None,antibody
7xt8,None,antibody
6u9s,None,antibody
7v61,None,antibody
8hc3,None,antibody
5my6,None,antibody
3mxw,None,antibody
7udg,None,antibody
8dls,None,antibody
7xh8,    0.668,antibody
8f0j,    0.679,antibody
8j1q,None,antibody
7y0w,    0.593,antibody
3uze,None,antibody
7x2l,None,antibody
5f21,None,antibody
8yy8,    0.621,antibody
8tq7,    0.710,antibody
7y9t,    0.548,antibody
8r9w,None,antibody
7rnn,None,antibody
4m1c,None,antibody
4xcn,None,antibody
8b01,None,antibody
8j24,    0.505,antibody
7o7f,None,antibody
7ox2,None,antibody
6c6y,    0.675,antibody
7w57,None,antibody
6wxl,None,antibody
8d36,None,antibody
3fn0,    0.767,antibody
7yuf,None,antibody
8t8m,None,antibody
7m6h,None,antibody
5g5x,None,antibody
7mxd,None,antibody
7wyb,    0.582,antibody
2ih1,None,antibody
3okl,None,antibody
8tbq,None,antibody
5dfz,    0.452,antibody
7jti,    0.061,antibody
8ihf,    0.513,antibody
2r23,None,antibody
6nz7,None,antibody
4idj,None,antibody
8g73,None,antibody
7y89,    0.569,antibody
8h63,None,antibody
7niv,None,antibody
7ryc,    0.567,antibody
7su0,None,antibody
7u0j,    0.737,antibody
7b18,None,antibody
4dw2,None,antibody
8yj5,    0.731,antibody
6wzt,None,antibody
8ia2,    0.532,antibody
1mvf,    0.817,antibody
8fo3,None,antibody
4i1n,None,antibody
8hvi,    0.412,antibody
6hxw,None,antibody
8thk,    0.671,antibody
6yx9,None,antibody
5mp5,None,antibody
5kzp,None,antibody
1mcj,None,antibody
5tud,None,antibody
2vwe,    0.502,antibody
2z92,None,antibody
7v05,    0.686,antibody
